 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.66.97:5001/ (Press CTRL+C to quit)
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:57] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:57] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:57] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:58] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:58] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:58] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:01] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:01] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:01] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:04] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:04] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:04] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:07] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:07] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:07] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:11] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:11] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:11] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:14] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:14] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:14] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:17] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:17] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:17] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:20] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:20] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:20] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:23] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:23] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:23] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:26] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:29] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:29] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:29] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:32] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:32] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:32] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:35] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:35] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:35] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:38] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:38] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:38] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:41] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:44] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:44] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:44] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:47] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:47] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:47] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:50] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:50] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:50] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:53] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:53] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:53] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:56] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:59] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:59] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:59] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:02] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:02] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:02] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:05] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:05] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:05] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:08] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:08] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:08] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:33:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:34:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:35:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:36:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:37:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:38:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:38:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:38:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:39:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:39:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:39:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:40:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:40:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:40:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:41:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:41:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:41:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:42:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:42:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:42:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:43:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:43:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:43:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:44:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:44:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:44:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:45:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:45:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:45:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:46:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:46:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:46:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:47:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:47:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:47:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:48:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:48:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:48:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:49:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:49:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:49:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:50:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:50:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:50:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:51:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:51:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:51:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:52:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:52:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:52:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:53:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:53:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:53:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:54:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:54:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:54:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:55:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:55:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:55:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:56:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:56:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:56:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:57:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:57:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:57:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:58:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:58:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:58:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:59:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:59:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:59:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:00:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:00:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:00:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:01:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:01:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:01:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:02:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:02:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:02:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:03:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:03:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:03:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:04:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:04:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:04:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:05:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:05:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:05:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:06:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:06:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:06:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:07:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:07:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:07:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:08:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:08:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:08:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:09:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:09:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:09:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:10:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:10:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:10:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:11:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:11:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:11:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:12:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:12:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:12:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:13:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:13:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:13:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:14:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:14:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:14:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:15:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:15:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:15:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:16:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:16:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:16:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:17:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:17:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:17:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:18:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:18:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:18:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:19:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:19:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:19:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:20:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:20:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:20:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:21:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:21:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:21:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:22:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:22:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:22:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:23:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:23:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:23:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:24:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:24:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:24:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:25:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:25:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:25:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:26:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:26:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:26:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:27:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:27:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:27:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:28:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:28:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:28:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:29:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:29:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:29:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:30:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:30:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:30:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:31:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:31:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:31:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:32:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:32:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:32:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:33:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:33:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:33:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:34:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:34:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:34:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
