 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.66.97:5001/ (Press CTRL+C to quit)
127.0.0.1 - - [28/May/2026 14:35:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:35:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:35:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:36:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:36:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:36:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:37:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:37:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:37:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:38:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:38:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:38:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:39:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:39:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:39:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:40:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:40:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:40:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:41:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:41:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:41:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:42:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:42:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:42:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:43:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:43:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:43:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:44:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:44:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:44:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:45:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:45:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:45:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:46:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:46:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:46:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:47:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:47:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:47:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:48:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:48:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:48:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:49:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:49:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:49:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:50:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:50:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:50:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:51:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:51:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:51:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:52:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:52:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:52:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:53:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:53:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:53:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:54:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:54:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:54:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:55:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:55:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:55:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:56:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:56:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:56:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:57:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:57:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:57:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:58:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:58:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:58:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:59:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:59:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 14:59:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:00:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:00:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:00:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:01:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:01:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:01:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:02:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:02:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:02:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:03:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:03:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:03:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:04:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:04:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:04:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:05:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:05:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:05:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:06:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:06:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:06:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:07:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:07:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:07:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:08:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:08:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:08:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:09:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:09:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:09:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:10:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:10:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:10:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:11:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:11:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:11:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:12:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:12:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:12:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:13:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:13:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:13:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:14:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:14:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:14:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:15:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:15:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:15:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:16:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:16:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:16:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:17:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:17:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:17:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:18:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:18:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:18:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:19:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:19:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:19:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:20:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:20:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:20:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:21:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:21:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:21:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:22:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:22:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:22:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:23:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:23:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:23:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:24:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:24:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:24:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:25:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:25:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:25:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:26:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:26:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:26:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:27:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:27:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:27:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:28:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:28:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:28:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:29:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:29:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:29:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:30:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:30:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:30:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:31:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:31:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:31:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:32:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:32:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:32:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:33:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:33:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:33:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:34:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:34:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:34:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:35:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:35:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:35:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:36:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:36:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:36:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:37:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:37:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:37:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:38:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:38:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:38:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:39:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:39:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:39:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:40:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:40:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:40:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:41:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:41:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:41:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:42:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:42:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:42:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:43:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:43:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:43:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:44:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:44:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:44:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:45:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:45:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:45:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:46:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:46:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:46:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:47:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:47:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:47:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:48:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:48:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:48:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:49:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:49:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:49:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:50:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:50:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:50:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:51:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:51:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:51:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:52:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:52:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:52:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:53:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:53:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:53:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:54:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:54:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:54:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:55:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:55:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:55:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:56:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:56:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:56:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:57:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:57:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:57:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:58:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:58:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:58:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:59:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:59:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 15:59:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:00:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:00:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:00:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:01:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:01:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:01:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:02:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:02:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:02:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:03:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:03:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:03:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:04:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:04:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:04:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:05:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:05:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:05:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:06:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:06:24] "GET /api/poller/config HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:06:24] "GET /api/poller/log?limit=80 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:07:24] "GET /api/poller/status HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 16:07:24] "GET /api/poller/config HTTP/1.1" 200 -
