 * Restarting with watchdog (windowsapi)
 * Debugger is active!
 * Debugger PIN: 119-278-973
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.66.97:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [28/May/2026 13:23:10] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:10] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:23:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:24:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:25:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:21] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:30] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:35] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:40] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:45] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:50] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:26:55] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:00] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:05] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:10] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:15] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:20] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:27:25] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:28:24] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:18] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/1?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/2?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/3?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/4?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/5?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/6?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/7?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:19] "GET /api/archive/sensor/8?period=6h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:20] "GET /sensor/1 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:20] "GET /static/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [28/May/2026 13:29:26] "GET /api/events?sensor_id=1&limit=30 HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:26] "GET /api/archive/sensor/1?period=24h HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:29] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:31] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:33] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:35] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:37] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:39] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:41] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:43] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:45] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:47] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:49] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:51] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:53] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:55] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:57] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:29:59] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:01] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:03] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:05] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:07] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:09] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:11] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:13] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:15] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:17] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:19] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:21] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:23] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:25] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:27] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:29] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:31] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:33] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:35] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:37] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:39] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:41] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:43] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:45] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:47] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:49] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:51] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:53] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:55] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:57] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:30:59] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:01] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:03] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:05] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:07] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:09] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:11] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:13] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:15] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:17] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:19] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:21] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:23] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:25] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:27] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:29] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:31] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:33] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:35] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:37] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:39] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:41] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:43] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:45] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:47] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:49] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:51] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:53] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:55] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:57] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:31:58] "GET /api/current HTTP/1.1" 200 -
127.0.0.1 - - [28/May/2026 13:32:01] "GET /api/current HTTP/1.1" 200 -
